0,0,0,0,0,0
0.0139817901825328,0,0,0,0,0
0.0838907410951968,0,0,0,0,0
0.433435495658517,0,0,0,0,0
2.18115926847512,0,0,0,0,0
6.18115926847512,0,0,0,0,0
10.1811592684751,0,0,0,0,0
14.1811592684751,0,0,0,0,0
18.1811592684751,0,0,0,0,0
22.1811592684751,0,0,0,0,0
26.1811592684751,0,0,0,0,0
30.1811592684751,0,0,0,0,0
34.1811592684751,0,0,0,0,0
38.1811592684751,0,0,0,0,0
42.1811592684751,0,0,0,0,0
46.1811592684751,0,0,0,0,0
50.1811592684751,0,0,0,0,0
54.1811592684751,0,0,0,0,0
58.1811592684751,0,0,0,0,0
62.1811592684751,0,0,0,0,0
66.1811592684751,0,0,0,0,0
70.1811592684751,0,0,0,0,0
74.1811592684751,0,0,0,0,0
78.1811592684751,0,0,0,0,0
82.1811592684751,0,0,0,0,0
86.1811592684751,0,0,0,0,0
90.1811592684751,0,0,0,0,0
94.1811592684751,0,0,0,0,0
98.1811592684751,0,0,0,0,0
102.181159268475,0,0,0,0,0
106.181159268475,0,0,0,0,0
110.181159268475,0,0,0,0,0
114.181159268475,0,0,0,0,0
118.181159268475,0,0,0,0,0
122.181159268475,0,0,0,0,0
126.181159268475,0,0,0,0,0
130.181159268475,0,0,0,0,0
134.181159268475,0,0,0,0,0
138.181159268475,0,0,0,0,0
142.181159268475,0,0,0,0,0
146.181159268475,0,0,0,0,0
150.181159268475,0,0,0,0,0
154.181159268475,0,0,0,0,0
158.181159268475,0,0,0,0,0
162.181159268475,0,0,0,0,0
166.181159268475,0,0,0,0,0
170.181159268475,0,0,0,0,0
174.181159268475,0,0,0,0,0
178.181159268475,0,0,0,0,0
182.181159268475,0,0,0,0,0
186.181159268475,0,0,0,0,0
190.181159268475,0,0,0,0,0
194.181159268475,0,0,0,0,0
198.181159268475,0,0,0,0,0
200,0,0,0,0,0
